"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logPVal","Significance"
"ENSMUSG00000000001",4037.92234186973,0.0254194285440166,0.0544399527220482,0.46692598492507,0.640552833480454,0.789478929849007,0.102659456247729,"Not significant"
"ENSMUSG00000000028",440.041963607381,2.44489606197903,0.18321008884886,13.3447676235557,1.27066184153867e-40,1.668516366788e-38,37.7776695289128,"Up-regulated"
"ENSMUSG00000000037",9.42163830052218,-0.538491936673705,1.03234199155281,-0.521621653560486,0.601933783761764,0.763330640017782,0.117287304730184,"Not significant"
"ENSMUSG00000000056",287.795506060614,0.398347257315063,0.295261550896053,1.34913352621148,0.177294081358226,0.344691194189252,0.462569811352324,"Not significant"
"ENSMUSG00000000058",2030.72176882383,-0.159855819713561,0.095084576917508,-1.68119609820893,0.0927248311474026,0.214733823416025,0.668099543053286,"Not significant"
"ENSMUSG00000000078",6699.09594367045,-0.635516715468717,0.105036294807886,-6.05044871995049,1.4444293697555e-09,2.24030649416029e-08,7.64969256219401,"Not significant"
"ENSMUSG00000000085",280.853503190493,0.349723079090788,0.249580820173122,1.40124180555302,0.161141776827855,0.322051551920252,0.49207460370019,"Not significant"
"ENSMUSG00000000088",2613.81759278514,0.568334575073195,0.0578406519501043,9.82586737721186,8.71207798722148e-23,4.75591358437254e-21,20.3227660451743,"Not significant"
"ENSMUSG00000000093",23.216315050592,-0.661921863205514,0.367373136383911,-1.80176991088917,0.0715816135817675,0.176582518195998,0.753052294115296,"Not significant"
"ENSMUSG00000000127",272.20849381454,0.626272219472837,0.158322860136059,3.95566514484789,7.63220031450597e-05,0.000522636296378115,3.28180043240176,"Not significant"
"ENSMUSG00000000131",1944.97205366581,0.00252273038289705,0.107847655437853,0.0233916108111481,0.981337896779585,0.991921176758326,0.00352283778434508,"Not significant"
"ENSMUSG00000000134",1386.40738193269,-0.244845674184689,0.0814819341299545,-3.00490749021971,0.00265661636757859,0.0120060846405608,1.92059859927775,"Not significant"
"ENSMUSG00000000142",3.91833418841883,-0.988353307759156,0.954584292256899,-1.035375624527,0.300493524753204,0.494402008239099,0.305919773830673,"Not significant"
"ENSMUSG00000000148",794.64024906185,0.0577869368526491,0.123052438608874,0.469612284859518,0.638632046132632,0.788211303476538,0.103357341352822,"Not significant"
"ENSMUSG00000000149",2283.99358987405,0.34556626453837,0.0848689451376966,4.07176339917624,4.66585607075078e-05,0.000334845815653511,3.47515512378453,"Not significant"
"ENSMUSG00000000154",279.390930197437,-0.311341062654887,0.119210491331039,-2.61169179976211,0.00900954345442407,0.0337363135825197,1.47190237516236,"Not significant"
"ENSMUSG00000000167",9.66620661148928,0.235439875258172,0.574727366373362,0.40965488861935,0.682059126502902,0.819584311164125,0.0864063636432946,"Not significant"
"ENSMUSG00000000168",1267.04544486053,0.241638338915558,0.100184688752183,2.41192882789979,0.0158683788046421,0.053595077109735,1.27087509990172,"Not significant"
"ENSMUSG00000000171",1835.06342073884,0.512609085760671,0.0639439684985693,8.01653537928507,1.08769606783438e-15,3.4149087855078e-14,13.4666208921229,"Not significant"
"ENSMUSG00000000184",9829.78774319283,0.724336316113479,0.468324516846582,1.54665470215125,0.121946531492485,0.262739345124718,0.580474886897686,"Not significant"
"ENSMUSG00000000194",1295.21134499532,0.191817463970985,0.214166406418608,0.895646834527635,0.370441413628595,0.567533183481129,0.246008740334978,"Not significant"
"ENSMUSG00000000204",171.607764607288,0.437348152488575,0.208093415591726,2.10169145066388,0.0355803129768806,0.102318408167017,0.990046225074149,"Not significant"
"ENSMUSG00000000223",9.05109078694884,2.60409777916596,0.716945844378055,3.63220987970855,0.000281004423144657,0.00167055367372079,2.77713956622382,"Up-regulated"
"ENSMUSG00000000244",728.203024535042,0.379712076440099,0.109489869541743,3.46801104092406,0.000524325745798075,0.00291302073866203,2.53565642348959,"Not significant"
"ENSMUSG00000000247",13.3034212762772,1.54750847969035,0.701922160577723,2.20467249305345,0.0274770846971738,0.0833967927541583,1.07885065099241,"Not significant"
"ENSMUSG00000000253",1325.14753825766,0.22126171233217,0.132311162781109,1.67228303101091,0.0944685241582937,0.217607069458755,0.662326999704304,"Not significant"
"ENSMUSG00000000266",3.9364484440357,-0.273701701847258,1.08322025551721,-0.252674098783883,0.80052006470871,0.894249950884151,0.0485410750322139,"Not significant"
"ENSMUSG00000000275",5753.27314347473,-0.281637777505813,0.179114846921596,-1.57238655726342,0.115860929933967,0.25287975205938,0.597085942980309,"Not significant"
"ENSMUSG00000000276",688.597909061702,-0.150625827858385,0.120562016111095,-1.24936387692445,0.211532014325188,0.389327887716233,0.409684486475809,"Not significant"
"ENSMUSG00000000278",1937.90282973652,0.305192565953835,0.0992895941745314,3.07376184273014,0.00211378101546468,0.0098914568395234,2.00473973966965,"Not significant"
"ENSMUSG00000000282",1060.0216701295,-0.22075447795879,0.161840318819963,-1.36402646490313,0.172559236514312,0.338620347189331,0.47028694933827,"Not significant"
"ENSMUSG00000000290",37695.2224457645,-0.0302372937805918,0.0451973557273756,-0.669005814476827,0.503491768908273,0.683868309256716,0.165027521188486,"Not significant"
"ENSMUSG00000000295",101.918402895759,0.707805053647388,0.167975298669106,4.21374487353459,2.51170993136599e-05,0.000190674104711588,3.71970828411444,"Not significant"
"ENSMUSG00000000301",20.4996471621376,0.554880898004005,0.351934516360434,1.57665949831338,0.114873894410942,0.251261594145441,0.599873889144738,"Not significant"
"ENSMUSG00000000303",1540.74549037234,-0.174006144001872,0.122014292726145,-1.4261127947725,0.153835786104303,0.311486212455827,0.506561172076638,"Not significant"
"ENSMUSG00000000318",11.1223309993537,-0.761370751563304,0.582111659750236,-1.30794623129518,0.190891547214341,0.362744336419625,0.440399359540553,"Not significant"
"ENSMUSG00000000326",4660.20711850199,0.180477283445689,0.0750100540377422,2.40604124021667,0.0161264441343678,0.0542968321738224,1.2652255076038,"Not significant"
"ENSMUSG00000000339",357.298385318183,0.782360202157478,0.0958901353643597,8.15892270028294,3.38025878545549e-16,1.09486582060903e-14,13.9606391017734,"Not significant"
"ENSMUSG00000000340",437.719818560573,0.543550084679277,0.128454284380157,4.23146715037276,2.32171906241529e-05,0.000177638930153459,3.75046185106832,"Not significant"
"ENSMUSG00000000346",6713.85706563706,-0.00120171047943006,0.0588856656381384,-0.0204075213620707,0.983718283921506,0.993275893891544,0.00293010442248141,"Not significant"
"ENSMUSG00000000355",669.280876609341,0.26051442783846,0.0934000355386636,2.7892326414653,0.00528330984090051,0.0215704534865455,1.66614072440909,"Not significant"
"ENSMUSG00000000359",206.460706719596,-0.775482472500275,0.262697406556287,-2.95199896590572,0.0031572398820646,0.0138787151929526,1.85765073636226,"Not significant"
"ENSMUSG00000000365",75.2554194253438,0.728584655914052,0.542978457771692,1.34182976412004,0.179651199131397,0.348135692962356,0.458251447954075,"Not significant"
"ENSMUSG00000000374",1981.74174044698,0.198274495762924,0.0890832565706637,2.22572123422146,0.0260328595389198,0.0798614983866404,1.09766254569509,"Not significant"
"ENSMUSG00000000378",854.123385049212,0.224486001372757,0.0810738148151994,2.76890882567267,0.00562443721953396,0.022738779472524,1.6432328502276,"Not significant"
"ENSMUSG00000000384",892.585742144846,0.375004924030661,0.141740434429076,2.64571592108606,0.00815182432048687,0.0310693378788668,1.50766800193069,"Not significant"
"ENSMUSG00000000386",20.4633058870895,0.853931444541391,0.563418577351678,1.51562528973619,0.12961412855346,0.274811365296524,0.560965310246046,"Not significant"
"ENSMUSG00000000392",14.9973382747835,-1.51367908502995,0.465472801672747,-3.25191736142331,0.0011462934451565,0.00580888313250886,2.23590736089975,"Down-regulated"
"ENSMUSG00000000399",1107.07653886655,0.597072474409168,0.0887382453299086,6.72846834179996,1.71458291101695e-11,3.43517570027871e-10,9.46405104500616,"Not significant"
"ENSMUSG00000000409",31.8319503558613,-1.60684302546419,0.390754237282997,-4.11215764833911,3.91978478096628e-05,0.000285628411823392,3.54419859491965,"Down-regulated"
"ENSMUSG00000000420",1804.62212952448,0.638910504617919,0.110480473800877,5.78301742052132,7.33724615203104e-09,1.03103428574527e-07,6.9867268925609,"Not significant"
"ENSMUSG00000000439",723.281891143145,0.172782635438518,0.160879402494152,1.07398854520733,0.282827815550116,0.474409670890994,0.323846466414905,"Not significant"
"ENSMUSG00000000440",3678.19980424205,-0.21309024020629,0.131998048464751,-1.6143438686004,0.106452859682306,0.237594787251476,0.624163091858998,"Not significant"
"ENSMUSG00000000441",3136.53663041568,0.0778192579545063,0.0817924447953348,0.951423547116479,0.341389411670965,0.537603259574876,0.269538106749078,"Not significant"
"ENSMUSG00000000486",31.9105901295766,-1.23268309959448,0.377279376740824,-3.26729520771363,0.00108580392574192,0.00553264643231999,2.25706708279484,"Down-regulated"
"ENSMUSG00000000489",125.577294566069,-1.01730715879933,0.377303251781544,-2.69625865665305,0.00701231918778817,0.0274808249839636,1.56097023374476,"Down-regulated"
"ENSMUSG00000000530",1053.29902279768,-0.972101264443043,0.123088326843564,-7.89759101753421,2.84345360510091e-15,8.51458819129908e-14,13.0698363518789,"Not significant"
"ENSMUSG00000000531",13.4032039952378,-0.232177479491909,0.53646345432163,-0.432792723570523,0.665165360038475,0.807724544300658,0.0927367200252188,"Not significant"
"ENSMUSG00000000532",2391.33160413729,-0.550143028850396,0.084500109056643,-6.51055998616071,7.48711619239092e-11,1.3791906737718e-09,8.86037568825308,"Not significant"
"ENSMUSG00000000538",829.379349784701,-0.463075891911129,0.0988585943535414,-4.68422492691998,2.8102128047499e-06,2.58465100082866e-05,4.58759809034443,"Not significant"
"ENSMUSG00000000552",1201.56701831986,-0.227627161565351,0.0888107232681502,-2.56305942783583,0.0103754287673007,0.0379015192976921,1.42134338081348,"Not significant"
"ENSMUSG00000000555",3078.75627342184,-0.266400069241791,0.16879534665349,-1.57824297010194,0.11450980202075,0.250662704716293,0.600910278490186,"Not significant"
"ENSMUSG00000000561",835.954780898924,0.226502118326299,0.105549543526031,2.14593176587674,0.0318784229927207,0.0936687741821188,1.02840516322703,"Not significant"
"ENSMUSG00000000562",101.519649422751,0.140015485641012,0.213793412440957,0.654910195980336,0.512525575247848,0.691647943154411,0.160114910242323,"Not significant"
"ENSMUSG00000000563",3418.12619869786,0.533013798109656,0.0716079199376604,7.44350343612383,9.8049550952008e-14,2.54405203364663e-12,11.5944740102821,"Not significant"
"ENSMUSG00000000568",2688.17064074024,1.22718761147679,0.101450516086382,12.0964156597477,1.10323906103526e-33,1.10517257279171e-31,30.9565699015632,"Up-regulated"
"ENSMUSG00000000579",64.3448391942242,-0.358248891580835,0.315508950498245,-1.13546348214558,0.256181174220407,0.44325364492516,0.353347684459418,"Not significant"
"ENSMUSG00000000581",871.952578635537,0.468708916622765,0.118981979558417,3.93932693305579,8.17105204833571e-05,0.000554717986704708,3.25592775191464,"Not significant"
"ENSMUSG00000000594",5911.70711830989,-0.351094041157156,0.0493468869109028,-7.11481641772188,1.12061896004603e-12,2.60815675084246e-11,10.5836663109539,"Not significant"
"ENSMUSG00000000600",1377.96940467217,-0.118225703386287,0.0667616107907337,-1.77086355445901,0.0765833942247993,0.185738385544085,0.731098333700996,"Not significant"
"ENSMUSG00000000605",2698.9050201146,-0.352859967221082,0.0743717198602933,-4.74454494105995,2.08975582077046e-06,1.96384500100837e-05,4.70689279244681,"Not significant"
"ENSMUSG00000000606",7.09198410436553,-0.140513825593489,0.55828194451995,-0.251689718739359,0.801280904489974,0.89484502343743,0.0482521728336603,"Not significant"
"ENSMUSG00000000627",5.61582111573506,-0.623236573197827,0.889026300479406,-0.701032773565582,0.483282562427983,0.667100882038882,0.175808485124113,"Not significant"
"ENSMUSG00000000628",1210.60178483582,0.67982119940744,0.157088877878789,4.32762146236727,1.50728227224896e-05,0.000119756842513844,3.92169966303985,"Not significant"
"ENSMUSG00000000631",1239.76884994992,-0.268062718034285,0.171570056520496,-1.56240968541187,0.118191506879597,0.256870246555367,0.590286197427544,"Not significant"
"ENSMUSG00000000673",75.5400945634244,-0.810839228950181,0.389235485025353,-2.08315855091518,0.0372367738430522,0.10599962836764,0.97469565735944,"Not significant"
"ENSMUSG00000000682",925.966060644525,-0.0564897022941726,0.0974754244508436,-0.579527635939253,0.562233204800046,0.731746591353074,0.135639291934824,"Not significant"
